"STATECODE","STATE","QUARTER","TAX_THOUSAND","INCREASING_YN"
"IN","Indiana",95,4730000,0
"IN","Indiana",96,4685000,0
"IN","Indiana",97,4537000,0
"IN","Indiana",98,5816000,1
"IN","Indiana",99,4956000,0
"IN","Indiana",100,4813000,0
"IN","Indiana",101,4673000,0
"IN","Indiana",102,6003000,1
"IN","Indiana",103,5219000,0
"IN","Indiana",104,5046000,0
"IN","Indiana",105,5081000,1
"IN","Indiana",106,6471000,1
"IN","Indiana",107,5373000,0
"IN","Indiana",108,5191000,0
"IN","Indiana",109,4915000,0
"IN","Indiana",110,6703000,1
"IN","Indiana",111,5639000,0
"IN","Indiana",112,5518000,0
"IN","Indiana",113,5245000,0
"IN","Indiana",114,5311000,1
"IN","Indiana",115,5845000,1
"IN","Indiana",116,5638000,0
"IN","Indiana",117,5716000,1
"IN","Indiana",118,8120000,1
"IN","Indiana",119,6616000,0
"IA","Iowa",9,1066000,
"IA","Iowa",10,1100000,1
"IA","Iowa",11,1059000,0
"IA","Iowa",12,1076000,1
"IA","Iowa",13,1137000,1
"IA","Iowa",14,1131000,0
"IA","Iowa",15,846000,0
"IA","Iowa",16,1107000,1
"IA","Iowa",17,1227000,1
"IA","Iowa",18,1262000,1
"IA","Iowa",19,868000,0
"IA","Iowa",20,1163000,1
"IA","Iowa",21,1228000,1
"IA","Iowa",22,1429000,1
"IA","Iowa",23,1252000,0
"IA","Iowa",24,844000,0
"IA","Iowa",25,1314000,1
"IA","Iowa",26,1393000,1
"IA","Iowa",27,977000,0
"IA","Iowa",28,1220000,1
"IA","Iowa",29,1397000,1
"IA","Iowa",30,1280000,0
"IA","Iowa",31,956000,0
"IA","Iowa",32,1362000,1
"IA","Iowa",33,1363000,1
"IA","Iowa",34,1505000,1
"IA","Iowa",35,976000,0
"IA","Iowa",36,1306000,1
"IA","Iowa",37,1346000,1
"IA","Iowa",38,1530000,1
"IA","Iowa",39,1016000,0
"IA","Iowa",40,1313000,1
"IA","Iowa",41,1284000,0
"IA","Iowa",42,1392000,1
"IA","Iowa",43,983000,0
"IA","Iowa",44,1355000,1
"IA","Iowa",45,1284000,0
"IA","Iowa",46,1335000,1
"IA","Iowa",47,971000,0
"IA","Iowa",48,1378000,1
"IA","Iowa",49,1305000,0
"IA","Iowa",50,1577000,1
"IA","Iowa",51,1018000,0
"IA","Iowa",52,1358000,1
"IA","Iowa",53,1273000,0
"IA","Iowa",54,1581000,1
"IA","Iowa",55,1072000,0
"IA","Iowa",56,1333000,1
"IA","Iowa",57,1329000,0
"IA","Iowa",58,1611000,1
"IA","Iowa",59,1159000,0
"IA","Iowa",60,1470000,1
"IA","Iowa",61,1515000,1
"IA","Iowa",62,1867000,1
"IA","Iowa",63,1231000,0
"IA","Iowa",64,1640000,1
"IA","Iowa",65,1619000,0
"IA","Iowa",66,2019000,1
"IA","Iowa",67,1360000,0
"IA","Iowa",68,1655000,1
"IA","Iowa",69,1678000,1
"IA","Iowa",70,1827000,1
"IA","Iowa",71,1227000,0
"IA","Iowa",72,1665000,1
"IA","Iowa",73,1588000,0
"IA","Iowa",74,1846000,1
"IA","Iowa",75,1338000,0
"IA","Iowa",76,1735000,1
"IA","Iowa",77,1726000,0
"IA","Iowa",78,1992000,1
"IA","Iowa",79,1388000,0
"IA","Iowa",80,1892000,1
"IA","Iowa",81,1811000,0
"IA","Iowa",82,2209000,1
"IA","Iowa",83,1428000,0
"IA","Iowa",84,2057000,1
"IA","Iowa",85,1897000,0
"IA","Iowa",86,2383000,1
"IA","Iowa",87,1545000,0
"IA","Iowa",88,2023000,1
"IA","Iowa",89,1941000,0
"IA","Iowa",90,2228000,1
"IA","Iowa",91,1625000,0
"IA","Iowa",92,2270000,1
"IA","Iowa",93,2062000,0
"IA","Iowa",94,3156000,1
"IA","Iowa",95,1734000,0
"IA","Iowa",96,2403000,1
"IA","Iowa",97,2192000,0
"IA","Iowa",98,2698000,1
"IA","Iowa",99,2255000,0
"IA","Iowa",100,2442000,1
"IA","Iowa",101,2501000,1
"IA","Iowa",102,2656000,1
"IA","Iowa",103,2120000,0
"IA","Iowa",104,2459000,1
"IA","Iowa",105,2570000,1
"IA","Iowa",106,2794000,1
"IA","Iowa",107,1955000,0
"IA","Iowa",108,2575000,1
"IA","Iowa",109,2474000,0
"IA","Iowa",110,3595000,1
"IA","Iowa",111,2060000,0
"IA","Iowa",112,2672000,1
"IA","Iowa",113,2536000,0
"IA","Iowa",114,3278000,1
"IA","Iowa",115,2160000,0
"IA","Iowa",116,2842000,1
"IA","Iowa",117,2797000,0
"IA","Iowa",118,4012000,1
"IA","Iowa",119,2329000,0
"KS","Kansas",9,851000,
"KS","Kansas",10,1114000,1
"KS","Kansas",11,893000,0
"KS","Kansas",12,883000,0
"KS","Kansas",13,868000,0
"KS","Kansas",14,1121000,1
"KS","Kansas",15,896000,0
"KS","Kansas",16,960000,1
"KS","Kansas",17,909000,0
"KS","Kansas",18,1214000,1
"KS","Kansas",19,951000,0
"KS","Kansas",20,1012000,1
"KS","Kansas",21,999000,0
"KS","Kansas",22,1267000,1
"KS","Kansas",23,1064000,0
"KS","Kansas",24,1114000,1
"KS","Kansas",25,1097000,0
"KS","Kansas",26,1374000,1
"KS","Kansas",27,1101000,0
"KS","Kansas",28,1079000,0
"KS","Kansas",29,1086000,1
"KS","Kansas",30,1324000,1
"KS","Kansas",31,1121000,0
"KS","Kansas",32,1091000,0
"KS","Kansas",33,1104000,1
"KS","Kansas",34,1490000,1
"KS","Kansas",35,1191000,0
"KS","Kansas",36,1111000,0
"KS","Kansas",37,1139000,1
"KS","Kansas",38,1551000,1
"KS","Kansas",39,1204000,0
"KS","Kansas",40,1109000,0
"KS","Kansas",41,1118000,1
"KS","Kansas",42,1377000,1
"KS","Kansas",43,1213000,0
"KS","Kansas",44,1209000,0
"KS","Kansas",45,1158000,0
"KS","Kansas",46,1428000,1
"KS","Kansas",47,1288000,0
"KS","Kansas",48,1282000,0
"KS","Kansas",49,1192000,0
"KS","Kansas",50,1521000,1
"KS","Kansas",51,1310000,0
"KS","Kansas",52,1322000,1
"KS","Kansas",53,1299000,0
"KS","Kansas",54,1707000,1
"KS","Kansas",55,1425000,0
"KS","Kansas",56,1438000,1
"KS","Kansas",57,1435000,0
"KS","Kansas",58,1973000,1
"KS","Kansas",59,1558000,0
"KS","Kansas",60,1553000,0
"KS","Kansas",61,1527000,0
"KS","Kansas",62,2255000,1
"KS","Kansas",63,1630000,0
"KS","Kansas",64,1652000,1
"KS","Kansas",65,1652000,1
"KS","Kansas",66,2237000,1
"KS","Kansas",67,1646000,0
"KS","Kansas",68,1631000,0
"KS","Kansas",69,1469000,0
"KS","Kansas",70,1912000,1
"KS","Kansas",71,1465000,0
"KS","Kansas",72,1544000,1
"KS","Kansas",73,1453000,0
"KS","Kansas",74,2034000,1
"KS","Kansas",75,1611000,0
"KS","Kansas",76,1583000,0
"KS","Kansas",77,1534000,0
"KS","Kansas",78,2086000,1
"KS","Kansas",79,1710000,0
"KS","Kansas",80,1762000,1
"KS","Kansas",81,1635000,0
"KS","Kansas",82,2287000,1
"KS","Kansas",83,1864000,0
"KS","Kansas",84,1924000,1
"KS","Kansas",85,1645000,0
"KS","Kansas",86,2237000,1
"KS","Kansas",87,1763000,0
"KS","Kansas",88,1734000,0
"KS","Kansas",89,2031000,1
"KS","Kansas",90,1940000,0
"KS","Kansas",91,1736000,0
"KS","Kansas",92,1690000,0
"KS","Kansas",93,2076000,1
"KS","Kansas",94,2378000,1
"KS","Kansas",95,1773000,0
"KS","Kansas",96,1802000,1
"KS","Kansas",97,2186000,1
"KS","Kansas",98,2298000,1
"KS","Kansas",99,1769000,0
"KS","Kansas",100,1808000,1
"KS","Kansas",101,2208000,1
"KS","Kansas",102,2368000,1
"KS","Kansas",103,1920000,0
"KS","Kansas",104,2053000,1
"KS","Kansas",105,2620000,1
"KS","Kansas",106,2956000,1
"KS","Kansas",107,2184000,0
"KS","Kansas",108,2092000,0
"KS","Kansas",109,2449000,1
"KS","Kansas",110,3301000,1
"KS","Kansas",111,2239000,0
"KS","Kansas",112,2249000,1
"KS","Kansas",113,2730000,1
"KS","Kansas",114,2452000,0
"KS","Kansas",115,2770000,1
"KS","Kansas",116,2322000,0
"KS","Kansas",117,2876000,1
"KS","Kansas",118,3659000,1
"KS","Kansas",119,2677000,0
"KY","Kentucky",9,1377000,
"KY","Kentucky",10,1440000,1
"KY","Kentucky",11,1357000,0
"KY","Kentucky",12,1426000,1
"KY","Kentucky",13,1505000,1
"KY","Kentucky",14,1518000,1
"KY","Kentucky",15,1392000,0
"KY","Kentucky",16,1539000,1
"KY","Kentucky",17,1462000,0
"KY","Kentucky",18,1600000,1
"KY","Kentucky",19,1477000,0
"KY","Kentucky",20,1580000,1
"KY","Kentucky",21,1532000,0
"KY","Kentucky",22,1750000,1
"KY","Kentucky",23,1599000,0
"KY","Kentucky",24,1712000,1
"KY","Kentucky",25,1711000,0
"KY","Kentucky",26,1882000,1
"KY","Kentucky",27,1522000,0
"KY","Kentucky",28,1644000,1
"KY","Kentucky",29,1524000,0
"KY","Kentucky",30,1820000,1
"KY","Kentucky",31,1821000,1
"KY","Kentucky",32,1956000,1
"KY","Kentucky",33,1727000,0
"KY","Kentucky",34,2162000,1
"KY","Kentucky",35,2009000,0
"KY","Kentucky",36,1970000,0
"KY","Kentucky",37,1712000,0
"KY","Kentucky",38,2156000,1
"KY","Kentucky",39,2039000,0
"KY","Kentucky",40,1949000,0
"KY","Kentucky",41,1675000,0
"KY","Kentucky",42,2178000,1
"KY","Kentucky",43,1919000,0
"KY","Kentucky",44,2093000,1
"KY","Kentucky",45,1796000,0
"KY","Kentucky",46,2046000,1
"KY","Kentucky",47,1915000,0
"KY","Kentucky",48,2055000,1
"KY","Kentucky",49,1829000,0
"KY","Kentucky",50,2171000,1
"KY","Kentucky",51,2017000,0
"KY","Kentucky",52,2183000,1
"KY","Kentucky",53,1916000,0
"KY","Kentucky",54,2352000,1
"KY","Kentucky",55,2318000,0
"KY","Kentucky",56,2499000,1
"KY","Kentucky",57,2136000,0
"KY","Kentucky",58,2669000,1
"KY","Kentucky",59,2374000,0
"KY","Kentucky",60,2552000,1
"KY","Kentucky",61,2221000,0
"KY","Kentucky",62,2654000,1
"KY","Kentucky",63,2427000,0
"KY","Kentucky",64,2508000,1
"KY","Kentucky",65,2314000,0
"KY","Kentucky",66,2768000,1
"KY","Kentucky",67,2425000,0
"KY","Kentucky",68,2556000,1
"KY","Kentucky",69,2208000,0
"KY","Kentucky",70,2547000,1
"KY","Kentucky",71,2303000,0
"KY","Kentucky",72,2472000,1
"KY","Kentucky",73,2216000,0
"KY","Kentucky",74,2572000,1
"KY","Kentucky",75,2428000,0
"KY","Kentucky",76,2633000,1
"KY","Kentucky",77,2329000,0
"KY","Kentucky",78,2810000,1
"KY","Kentucky",79,2474000,0
"KY","Kentucky",80,2676000,1
"KY","Kentucky",81,2486000,0
"KY","Kentucky",82,2860000,1
"KY","Kentucky",83,2572000,0
"KY","Kentucky",84,2811000,1
"KY","Kentucky",85,2491000,0
"KY","Kentucky",86,2941000,1
"KY","Kentucky",87,2670000,0
"KY","Kentucky",88,2811000,1
"KY","Kentucky",89,2565000,0
"KY","Kentucky",90,2962000,1
"KY","Kentucky",91,2698000,0
"KY","Kentucky",92,2951000,1
"KY","Kentucky",93,2673000,0
"KY","Kentucky",94,3182000,1
"KY","Kentucky",95,2796000,0
"KY","Kentucky",96,3033000,1
"KY","Kentucky",97,2774000,0
"KY","Kentucky",98,3179000,1
"KY","Kentucky",99,2895000,0
"KY","Kentucky",100,3124000,1
"KY","Kentucky",101,2745000,0
"KY","Kentucky",102,3245000,1
"KY","Kentucky",103,2970000,0
"KY","Kentucky",104,3217000,1
"KY","Kentucky",105,2878000,0
"KY","Kentucky",106,3342000,1
"KY","Kentucky",107,3072000,0
"KY","Kentucky",108,3260000,1
"KY","Kentucky",109,2991000,0
"KY","Kentucky",110,3542000,1
"KY","Kentucky",111,3121000,0
"KY","Kentucky",112,3364000,1
"KY","Kentucky",113,3180000,0
"KY","Kentucky",114,3355000,1
"KY","Kentucky",115,3227000,0
"KY","Kentucky",116,3536000,1
"KY","Kentucky",117,3337000,0
"KY","Kentucky",118,4177000,1
"KY","Kentucky",119,3571000,0
"LA","Louisiana",9,1048000,
"LA","Louisiana",10,1423000,1
"LA","Louisiana",11,1203000,0
"LA","Louisiana",12,1225000,1
"LA","Louisiana",13,1106000,0
"LA","Louisiana",14,1595000,1
"LA","Louisiana",15,1222000,0
"LA","Louisiana",16,1192000,0
"LA","Louisiana",17,1190000,0
"LA","Louisiana",18,1618000,1
"LA","Louisiana",19,1333000,0
"LA","Louisiana",20,1234000,0
"LA","Louisiana",21,1277000,1
"LA","Louisiana",22,1690000,1
"LA","Louisiana",23,1424000,0
"LA","Louisiana",24,1372000,0
"LA","Louisiana",25,1374000,1
"LA","Louisiana",26,1895000,1
"LA","Louisiana",27,1365000,0
"LA","Louisiana",28,1318000,0
"LA","Louisiana",29,1293000,0
"LA","Louisiana",30,1782000,1
"LA","Louisiana",31,1491000,0
"LA","Louisiana",32,1455000,0
"LA","Louisiana",33,1495000,1
"LA","Louisiana",34,1979000,1
"LA","Louisiana",35,1639000,0
"LA","Louisiana",36,1530000,0
"LA","Louisiana",37,1651000,1
"LA","Louisiana",38,2171000,1
"LA","Louisiana",39,1708000,0
"LA","Louisiana",40,1867000,1
"LA","Louisiana",41,1679000,0
"LA","Louisiana",42,2104000,1
"LA","Louisiana",43,1783000,0
"LA","Louisiana",44,1674000,0
"LA","Louisiana",45,1841000,1
"LA","Louisiana",46,2143000,1
"LA","Louisiana",47,1756000,0
"LA","Louisiana",48,1660000,0
"LA","Louisiana",49,1712000,1
"LA","Louisiana",50,2311000,1
"LA","Louisiana",51,1885000,0
"LA","Louisiana",52,1880000,0
"LA","Louisiana",53,1811000,0
"LA","Louisiana",54,2621000,1
"LA","Louisiana",55,1515000,0
"LA","Louisiana",56,2027000,1
"LA","Louisiana",57,2192000,1
"LA","Louisiana",58,2797000,1
"LA","Louisiana",59,2408000,0
"LA","Louisiana",60,2408000,1
"LA","Louisiana",61,2316000,0
"LA","Louisiana",62,3117000,1
"LA","Louisiana",63,2572000,0
"LA","Louisiana",64,2470000,0
"LA","Louisiana",65,2420000,0
"LA","Louisiana",66,3187000,1
"LA","Louisiana",67,2601000,0
"LA","Louisiana",68,2502000,0
"LA","Louisiana",69,2215000,0
"LA","Louisiana",70,2620000,1
"LA","Louisiana",71,2286000,0
"LA","Louisiana",72,2366000,1
"LA","Louisiana",73,1670000,0
"LA","Louisiana",74,2104000,1
"LA","Louisiana",75,2159000,1
"LA","Louisiana",76,2077000,0
"LA","Louisiana",77,1835000,0
"LA","Louisiana",78,2429000,1
"LA","Louisiana",79,2230000,0
"LA","Louisiana",80,1986000,0
"LA","Louisiana",81,1872000,0
"LA","Louisiana",82,2605000,1
"LA","Louisiana",83,2346000,0
"LA","Louisiana",84,2208000,0
"LA","Louisiana",85,2008000,0
"LA","Louisiana",86,2648000,1
"LA","Louisiana",87,2555000,0
"LA","Louisiana",88,2564000,1
"LA","Louisiana",89,2246000,0
"LA","Louisiana",90,2586000,1
"LA","Louisiana",91,2683000,1
"LA","Louisiana",92,2619000,0
"LA","Louisiana",93,2115000,0
"LA","Louisiana",94,2670000,1
"LA","Louisiana",95,2354000,0
"LA","Louisiana",96,2267000,0
"LA","Louisiana",97,2469000,1
"LA","Louisiana",98,2612000,1
"LA","Louisiana",99,2814000,1
"LA","Louisiana",100,2497000,0
"LA","Louisiana",101,2970000,1
"LA","Louisiana",102,3054000,1
"LA","Louisiana",103,2856000,0
"LA","Louisiana",104,2818000,0
"LA","Louisiana",105,2868000,1
"LA","Louisiana",106,3187000,1
"LA","Louisiana",107,2938000,0
"LA","Louisiana",108,3107000,1
"LA","Louisiana",109,2605000,0
"LA","Louisiana",110,3507000,1
"LA","Louisiana",111,3236000,0
"LA","Louisiana",112,3245000,1
"LA","Louisiana",113,2708000,0
"LA","Louisiana",114,2703000,0
"LA","Louisiana",115,3664000,1
"LA","Louisiana",116,2986000,0
"LA","Louisiana",117,2968000,0
"LA","Louisiana",118,4064000,1
"LA","Louisiana",119,3771000,0
"ME","Maine",9,394000,
"ME","Maine",10,503000,1
"ME","Maine",11,485000,0
"ME","Maine",12,428000,0
"ME","Maine",13,373000,0
"ME","Maine",14,522000,1
"ME","Maine",15,475000,0
"ME","Maine",16,455000,0
"ME","Maine",17,421000,0
"ME","Maine",18,546000,1
"ME","Maine",19,504000,0
"ME","Maine",20,490000,0
"ME","Maine",21,425000,0
"ME","Maine",22,601000,1
"ME","Maine",23,570000,0
"ME","Maine",24,547000,0
"ME","Maine",25,503000,0
"ME","Maine",26,752000,1
"ME","Maine",27,588000,0
"ME","Maine",28,588000,1
"ME","Maine",29,533000,0
"ME","Maine",30,890000,1
"ME","Maine",31,528000,0
"ME","Maine",32,617000,1
"ME","Maine",33,584000,0
"ME","Maine",34,931000,1
"ME","Maine",35,525000,0
"ME","Maine",36,613000,1
"ME","Maine",37,572000,0
"ME","Maine",38,958000,1
"ME","Maine",39,508000,0
"ME","Maine",40,640000,1
"ME","Maine",41,538000,0
"ME","Maine",42,941000,1
"ME","Maine",43,534000,0
"ME","Maine",44,659000,1
"ME","Maine",45,548000,0
"ME","Maine",46,957000,1
"ME","Maine",47,569000,0
"ME","Maine",48,713000,1
"ME","Maine",49,595000,0
"ME","Maine",50,1021000,1
"ME","Maine",51,608000,0
"ME","Maine",52,739000,1
"ME","Maine",53,624000,0
"ME","Maine",54,1103000,1
"ME","Maine",55,672000,0
"ME","Maine",56,833000,1
"ME","Maine",57,715000,0
"ME","Maine",58,1262000,1
"ME","Maine",59,761000,0
"ME","Maine",60,864000,1
"ME","Maine",61,744000,0
"ME","Maine",62,1146000,1
"ME","Maine",63,730000,0
"ME","Maine",64,853000,1
"ME","Maine",65,724000,0
"ME","Maine",66,1361000,1
"ME","Maine",67,734000,0
"ME","Maine",68,835000,1
"ME","Maine",69,644000,0
"ME","Maine",70,1152000,1
"ME","Maine",71,732000,0
"ME","Maine",72,862000,1
"ME","Maine",73,691000,0
"ME","Maine",74,1194000,1
"ME","Maine",75,773000,0
"ME","Maine",76,906000,1
"ME","Maine",77,758000,0
"ME","Maine",78,1240000,1
"ME","Maine",79,803000,0
"ME","Maine",80,933000,1
"ME","Maine",81,764000,0
"ME","Maine",82,1277000,1
"ME","Maine",83,792000,0
"ME","Maine",84,948000,1
"ME","Maine",85,775000,0
"ME","Maine",86,1370000,1
"ME","Maine",87,799000,0
"ME","Maine",88,953000,1
"ME","Maine",89,771000,0
"ME","Maine",90,1324000,1
"ME","Maine",91,849000,0
"ME","Maine",92,1005000,1
"ME","Maine",93,812000,0
"ME","Maine",94,1399000,1
"ME","Maine",95,1063000,0
"ME","Maine",96,1034000,0
"ME","Maine",97,842000,0
"ME","Maine",98,1191000,1
"ME","Maine",99,1114000,0
"ME","Maine",100,1047000,0
"ME","Maine",101,843000,0
"ME","Maine",102,1232000,1
"ME","Maine",103,1139000,0
"ME","Maine",104,1091000,0
"ME","Maine",105,887000,0
"ME","Maine",106,1294000,1
"ME","Maine",107,1225000,0
"ME","Maine",108,1146000,0
"ME","Maine",109,908000,0
"ME","Maine",110,1401000,1
"ME","Maine",111,1292000,0
"ME","Maine",112,1192000,0
"ME","Maine",113,975000,0
"ME","Maine",114,1408000,1
"ME","Maine",115,1260000,0
"ME","Maine",116,1306000,1
"ME","Maine",117,1096000,0
"ME","Maine",118,1789000,1
"ME","Maine",119,1552000,0
"MD","Maryland",9,1875000,
"MD","Maryland",10,1956000,1
"MD","Maryland",11,1557000,0
"MD","Maryland",12,1804000,1
"MD","Maryland",13,1879000,1
"MD","Maryland",14,2310000,1
"MD","Maryland",15,1679000,0
"MD","Maryland",16,1962000,1
"MD","Maryland",17,1832000,0
"MD","Maryland",18,2384000,1
"MD","Maryland",19,1684000,0
"MD","Maryland",20,2144000,1
"MD","Maryland",21,1624000,0
"MD","Maryland",22,2768000,1
"MD","Maryland",23,2121000,0
"MD","Maryland",24,2180000,1
"MD","Maryland",25,1962000,0
"MD","Maryland",26,2929000,1
"MD","Maryland",27,2265000,0
"MD","Maryland",28,2297000,1
"MD","Maryland",29,2150000,0
"MD","Maryland",30,2973000,1
"MD","Maryland",31,2295000,0
"MD","Maryland",32,2515000,1
"MD","Maryland",33,2267000,0
"MD","Maryland",34,3477000,1
"MD","Maryland",35,2044000,0
"MD","Maryland",36,2776000,1
"MD","Maryland",37,2349000,0
"MD","Maryland",38,3617000,1
"MD","Maryland",39,2521000,0
"MD","Maryland",40,2674000,1
"MD","Maryland",41,2180000,0
"MD","Maryland",42,3446000,1
"MD","Maryland",43,2600000,0
"MD","Maryland",44,2760000,1
"MD","Maryland",45,2186000,0
"MD","Maryland",46,3414000,1
"MD","Maryland",47,2767000,0
"MD","Maryland",48,2962000,1
"MD","Maryland",49,2748000,0
"MD","Maryland",50,3836000,1
"MD","Maryland",51,3061000,0
"MD","Maryland",52,3417000,1
"MD","Maryland",53,2699000,0
"MD","Maryland",54,4209000,1
"MD","Maryland",55,3631000,0
"MD","Maryland",56,3370000,0
"MD","Maryland",57,2942000,0
"MD","Maryland",58,4665000,1
"MD","Maryland",59,3555000,0
"MD","Maryland",60,3551000,0
"MD","Maryland",61,3038000,0
"MD","Maryland",62,4949000,1
"MD","Maryland",63,3558000,0
"MD","Maryland",64,3996000,1
"MD","Maryland",65,3150000,0
"MD","Maryland",66,5872000,1
"MD","Maryland",67,3973000,0
"MD","Maryland",68,3902000,0
"MD","Maryland",69,3113000,0
"MD","Maryland",70,4801000,1
"MD","Maryland",71,3659000,0
"MD","Maryland",72,3897000,1
"MD","Maryland",73,2810000,0
"MD","Maryland",74,4604000,1
"MD","Maryland",75,3620000,0
"MD","Maryland",76,4040000,1
"MD","Maryland",77,3046000,0
"MD","Maryland",78,5307000,1
"MD","Maryland",79,3700000,0
"MD","Maryland",80,4150000,1
"MD","Maryland",81,3397000,0
"MD","Maryland",82,5798000,1
"MD","Maryland",83,3708000,0
"MD","Maryland",84,3936000,1
"MD","Maryland",85,4350000,1
"MD","Maryland",86,6163000,1
"MD","Maryland",87,4060000,0
"MD","Maryland",88,4202000,1
"MD","Maryland",89,4351000,1
"MD","Maryland",90,6317000,1
"MD","Maryland",91,4153000,0
"MD","Maryland",92,4485000,1
"MD","Maryland",93,4588000,1
"MD","Maryland",94,6707000,1
"MD","Maryland",95,4391000,0
"MD","Maryland",96,4913000,1
"MD","Maryland",97,4920000,1
"MD","Maryland",98,6670000,1
"MD","Maryland",99,4658000,0
"MD","Maryland",100,4737000,1
"MD","Maryland",101,4997000,1
"MD","Maryland",102,7157000,1
"MD","Maryland",103,4649000,0
"MD","Maryland",104,5055000,1
"MD","Maryland",105,5226000,1
"MD","Maryland",106,7497000,1
"MD","Maryland",107,4968000,0
"MD","Maryland",108,5199000,1
"MD","Maryland",109,5373000,1
"MD","Maryland",110,8386000,1
"MD","Maryland",111,5166000,0
"MD","Maryland",112,5618000,1
"MD","Maryland",113,5644000,1
"MD","Maryland",114,7388000,1
"MD","Maryland",115,5037000,0
"MD","Maryland",116,5874000,1
"MD","Maryland",117,5721000,0
"MD","Maryland",118,8595000,1
"MD","Maryland",119,4989000,0
"MA","Massachusetts",9,2755000,
"MA","Massachusetts",10,3174000,1
"MA","Massachusetts",11,2670000,0
"MA","Massachusetts",12,2509000,0
"MA","Massachusetts",13,3060000,1
"MA","Massachusetts",14,3330000,1
"MA","Massachusetts",15,2894000,0
"MA","Massachusetts",16,2675000,0
"MA","Massachusetts",17,3128000,1
"MA","Massachusetts",18,3756000,1
"MA","Massachusetts",19,2954000,0
"MA","Massachusetts",20,3052000,1
"MA","Massachusetts",21,3303000,1
"MA","Massachusetts",22,3997000,1
"MA","Massachusetts",23,3194000,0
"MA","Massachusetts",24,3194000,1
"MA","Massachusetts",25,3657000,1
"MA","Massachusetts",26,4449000,1
"MA","Massachusetts",27,3536000,0
"MA","Massachusetts",28,3370000,0
"MA","Massachusetts",29,3652000,1
"MA","Massachusetts",30,4449000,1
"MA","Massachusetts",31,3603000,0
"MA","Massachusetts",32,3657000,1
"MA","Massachusetts",33,4056000,1
"MA","Massachusetts",34,4833000,1
"MA","Massachusetts",35,4036000,0
"MA","Massachusetts",36,3741000,0
"MA","Massachusetts",37,4410000,1
"MA","Massachusetts",38,5063000,1
"MA","Massachusetts",39,3766000,0
"MA","Massachusetts",40,3494000,0
"MA","Massachusetts",41,3772000,1
"MA","Massachusetts",42,3789000,1
"MA","Massachusetts",43,3820000,1
"MA","Massachusetts",44,3564000,0
"MA","Massachusetts",45,3995000,1
"MA","Massachusetts",46,4230000,1
"MA","Massachusetts",47,3957000,0
"MA","Massachusetts",48,3788000,0
"MA","Massachusetts",49,4000000,1
"MA","Massachusetts",50,4954000,1
"MA","Massachusetts",51,4189000,0
"MA","Massachusetts",52,4042000,0
"MA","Massachusetts",53,4335000,1
"MA","Massachusetts",54,5296000,1
"MA","Massachusetts",55,4376000,0
"MA","Massachusetts",56,4487000,1
"MA","Massachusetts",57,4590000,1
"MA","Massachusetts",58,5842000,1
"MA","Massachusetts",59,4645000,0
"MA","Massachusetts",60,4466000,0
"MA","Massachusetts",61,5010000,1
"MA","Massachusetts",62,6383000,1
"MA","Massachusetts",63,5108000,0
"MA","Massachusetts",64,4577000,0
"MA","Massachusetts",65,5519000,1
"MA","Massachusetts",66,6788000,1
"MA","Massachusetts",67,5065000,0
"MA","Massachusetts",68,4619000,0
"MA","Massachusetts",69,4618000,0
"MA","Massachusetts",70,5184000,1
"MA","Massachusetts",71,4603000,0
"MA","Massachusetts",72,4767000,1
"MA","Massachusetts",73,4776000,1
"MA","Massachusetts",74,5729000,1
"MA","Massachusetts",75,5063000,0
"MA","Massachusetts",76,5231000,1
"MA","Massachusetts",77,5105000,0
"MA","Massachusetts",78,6527000,1
"MA","Massachusetts",79,5367000,0
"MA","Massachusetts",80,5144000,0
"MA","Massachusetts",81,5196000,1
"MA","Massachusetts",82,6863000,1
"MA","Massachusetts",83,5397000,0
"MA","Massachusetts",84,5400000,1
"MA","Massachusetts",85,5594000,1
"MA","Massachusetts",86,7296000,1
"MA","Massachusetts",87,5864000,0
"MA","Massachusetts",88,5650000,0
"MA","Massachusetts",89,6049000,1
"MA","Massachusetts",90,7340000,1
"MA","Massachusetts",91,6033000,0
"MA","Massachusetts",92,6111000,1
"MA","Massachusetts",93,6506000,1
"MA","Massachusetts",94,8024000,1
"MA","Massachusetts",95,6372000,0
"MA","Massachusetts",96,6182000,0
"MA","Massachusetts",97,6542000,1
"MA","Massachusetts",98,8012000,1
"MA","Massachusetts",99,6521000,0
"MA","Massachusetts",100,6180000,0
"MA","Massachusetts",101,6505000,1
"MA","Massachusetts",102,7981000,1
"MA","Massachusetts",103,6692000,0
"MA","Massachusetts",104,6981000,1
"MA","Massachusetts",105,6830000,0
"MA","Massachusetts",106,8838000,1
"MA","Massachusetts",107,7382000,0
"MA","Massachusetts",108,6817000,0
"MA","Massachusetts",109,7249000,1
"MA","Massachusetts",110,10008000,1
"MA","Massachusetts",111,7616000,0
"MA","Massachusetts",112,7164000,0
"MA","Massachusetts",113,7530000,1
"MA","Massachusetts",114,8915000,1
"MA","Massachusetts",115,7642000,0
"MA","Massachusetts",116,7527000,0
"MA","Massachusetts",117,8690000,1
"MA","Massachusetts",118,12090000,1
"MA","Massachusetts",119,9054000,0
"MI","Michigan",9,3070000,
"MI","Michigan",10,3399000,1
"MI","Michigan",11,4165000,1
"MI","Michigan",12,2857000,0
"MI","Michigan",13,3070000,1
