"STATECODE","STATE","QUARTER","TAX_THOUSAND","INCREASING_YN"
"DE","Delaware",51,572000,0
"DE","Delaware",52,577000,1
"DE","Delaware",53,696000,1
"DE","Delaware",54,880000,1
"DE","Delaware",55,643000,0
"DE","Delaware",56,608000,0
"DE","Delaware",57,763000,1
"DE","Delaware",58,977000,1
"DE","Delaware",59,651000,0
"DE","Delaware",60,629000,0
"DE","Delaware",61,782000,1
"DE","Delaware",62,1017000,1
"DE","Delaware",63,688000,0
"DE","Delaware",64,635000,0
"DE","Delaware",65,722000,1
"DE","Delaware",66,1032000,1
"DE","Delaware",67,724000,0
"DE","Delaware",68,602000,0
"DE","Delaware",69,700000,1
"DE","Delaware",70,773000,1
"DE","Delaware",71,597000,0
"DE","Delaware",72,572000,0
"DE","Delaware",73,697000,1
"DE","Delaware",74,896000,1
"DE","Delaware",75,630000,0
"DE","Delaware",76,630000,1
"DE","Delaware",77,730000,1
"DE","Delaware",78,1001000,1
"DE","Delaware",79,721000,0
"DE","Delaware",80,662000,0
"DE","Delaware",81,956000,1
"DE","Delaware",82,984000,1
"DE","Delaware",83,750000,0
"DE","Delaware",84,706000,0
"DE","Delaware",85,884000,1
"DE","Delaware",86,1173000,1
"DE","Delaware",87,913000,0
"DE","Delaware",88,529000,0
"DE","Delaware",89,915000,1
"DE","Delaware",90,1171000,1
"DE","Delaware",91,722000,0
"DE","Delaware",92,738000,1
"DE","Delaware",93,945000,1
"DE","Delaware",94,1419000,1
"DE","Delaware",95,780000,0
"DE","Delaware",96,828000,1
"DE","Delaware",97,991000,1
"DE","Delaware",98,1317000,1
"DE","Delaware",99,796000,0
"DE","Delaware",100,787000,0
"DE","Delaware",101,1022000,1
"DE","Delaware",102,1362000,1
"DE","Delaware",103,815000,0
"DE","Delaware",104,844000,1
"DE","Delaware",105,1078000,1
"DE","Delaware",106,1483000,1
"DE","Delaware",107,900000,0
"DE","Delaware",108,879000,0
"DE","Delaware",109,1210000,1
"DE","Delaware",110,1606000,1
"DE","Delaware",111,977000,0
"DE","Delaware",112,935000,0
"DE","Delaware",113,1242000,1
"DE","Delaware",114,1391000,1
"DE","Delaware",115,1160000,0
"DE","Delaware",116,943000,0
"DE","Delaware",117,1688000,1
"DE","Delaware",118,1876000,1
"DE","Delaware",119,1184000,0
"DC","District of Columbia",9,609000,
"DC","District of Columbia",10,651000,1
"DC","District of Columbia",11,854000,1
"DC","District of Columbia",12,399000,0
"DC","District of Columbia",13,597000,1
"DC","District of Columbia",14,701000,1
"DC","District of Columbia",15,856000,1
"DC","District of Columbia",16,430000,0
"DC","District of Columbia",17,544000,1
"DC","District of Columbia",18,701000,1
"DC","District of Columbia",19,833000,1
"DC","District of Columbia",20,435000,0
"DC","District of Columbia",21,544000,1
"DC","District of Columbia",22,747000,1
"DC","District of Columbia",23,898000,1
"DC","District of Columbia",24,479000,0
"DC","District of Columbia",25,683000,1
"DC","District of Columbia",26,794000,1
"DC","District of Columbia",27,919000,1
"DC","District of Columbia",28,515000,0
"DC","District of Columbia",29,667000,1
"DC","District of Columbia",30,831000,1
"DC","District of Columbia",31,894000,1
"DC","District of Columbia",32,573000,0
"DC","District of Columbia",33,629000,1
"DC","District of Columbia",34,1013000,1
"DC","District of Columbia",35,973000,0
"DC","District of Columbia",36,583000,0
"DC","District of Columbia",37,809000,1
"DC","District of Columbia",38,1033000,1
"DC","District of Columbia",39,951000,0
"DC","District of Columbia",40,568000,0
"DC","District of Columbia",41,774000,1
"DC","District of Columbia",42,922000,1
"DC","District of Columbia",43,1003000,1
"DC","District of Columbia",44,589000,0
"DC","District of Columbia",45,858000,1
"DC","District of Columbia",46,881000,1
"DC","District of Columbia",47,1128000,1
"DC","District of Columbia",48,651000,0
"DC","District of Columbia",49,914000,1
"DC","District of Columbia",50,1077000,1
"DC","District of Columbia",51,1232000,1
"DC","District of Columbia",52,711000,0
"DC","District of Columbia",53,1104000,1
"DC","District of Columbia",54,1250000,1
"DC","District of Columbia",55,1389000,1
"DC","District of Columbia",56,729000,0
"DC","District of Columbia",57,1118000,1
"DC","District of Columbia",58,1196000,1
"DC","District of Columbia",59,1392000,1
"DC","District of Columbia",60,769000,0
"DC","District of Columbia",61,1243000,1
"DC","District of Columbia",62,1451000,1
"DC","District of Columbia",63,1654000,1
"DC","District of Columbia",64,849000,0
"DC","District of Columbia",65,1339000,1
"DC","District of Columbia",66,1437000,1
"DC","District of Columbia",67,1787000,1
"DC","District of Columbia",68,827000,0
"DC","District of Columbia",69,1150000,1
"DC","District of Columbia",70,1369000,1
"DC","District of Columbia",71,1680000,1
"DC","District of Columbia",72,746000,0
"DC","District of Columbia",73,1209000,1
"DC","District of Columbia",74,1281000,1
"DC","District of Columbia",75,1763000,1
"DC","District of Columbia",76,784000,0
"DC","District of Columbia",77,1316000,1
"DC","District of Columbia",78,1372000,1
"DC","District of Columbia",79,1720000,1
"DC","District of Columbia",80,821000,0
"DC","District of Columbia",81,1371000,1
"DC","District of Columbia",82,1747000,1
"DC","District of Columbia",83,1963000,1
"DC","District of Columbia",84,921000,0
"DC","District of Columbia",85,1729000,1
"DC","District of Columbia",86,1534000,0
"DC","District of Columbia",87,2062000,1
"DC","District of Columbia",88,950000,0
"DC","District of Columbia",89,1618000,1
"DC","District of Columbia",90,1675000,1
"DC","District of Columbia",91,1996000,1
"DC","District of Columbia",92,1192000,0
"DC","District of Columbia",93,1710000,1
"DC","District of Columbia",94,1917000,1
"DC","District of Columbia",95,2329000,1
"DC","District of Columbia",96,1150000,0
"DC","District of Columbia",97,1835000,1
"DC","District of Columbia",98,1879000,1
"DC","District of Columbia",99,2376000,1
"DC","District of Columbia",100,1187000,0
"DC","District of Columbia",101,2084000,1
"DC","District of Columbia",102,1842000,0
"DC","District of Columbia",103,2529000,1
"DC","District of Columbia",104,1306000,0
"DC","District of Columbia",105,2130000,1
"DC","District of Columbia",106,1912000,0
"DC","District of Columbia",107,2597000,1
"DC","District of Columbia",108,1274000,0
"DC","District of Columbia",109,2359000,1
"DC","District of Columbia",110,2141000,0
"DC","District of Columbia",111,2886000,1
"DC","District of Columbia",112,1403000,0
"DC","District of Columbia",113,2408000,1
"DC","District of Columbia",114,1677000,0
"DC","District of Columbia",115,2955000,1
"DC","District of Columbia",116,1310000,0
"DC","District of Columbia",117,2352000,1
"DC","District of Columbia",118,2273000,0
"DC","District of Columbia",119,2957000,1
"FL","Florida",9,4716000,
"FL","Florida",10,5266000,1
"FL","Florida",11,3978000,0
"FL","Florida",12,4197000,1
"FL","Florida",13,4996000,1
"FL","Florida",14,5394000,1
"FL","Florida",15,4207000,0
"FL","Florida",16,4528000,1
"FL","Florida",17,5292000,1
"FL","Florida",18,5857000,1
"FL","Florida",19,4498000,0
"FL","Florida",20,4836000,1
"FL","Florida",21,5573000,1
"FL","Florida",22,6236000,1
"FL","Florida",23,4672000,0
"FL","Florida",24,4865000,1
"FL","Florida",25,6346000,1
"FL","Florida",26,6600000,1
"FL","Florida",27,5015000,0
"FL","Florida",28,5389000,1
"FL","Florida",29,6286000,1
"FL","Florida",30,6600000,1
"FL","Florida",31,5490000,0
"FL","Florida",32,5800000,1
"FL","Florida",33,6665000,1
"FL","Florida",34,6863000,1
"FL","Florida",35,5520000,0
"FL","Florida",36,5874000,1
"FL","Florida",37,6581000,1
"FL","Florida",38,6963000,1
"FL","Florida",39,5933000,0
"FL","Florida",40,6179000,1
"FL","Florida",41,6635000,1
"FL","Florida",42,6605000,0
"FL","Florida",43,6031000,0
"FL","Florida",44,6720000,1
"FL","Florida",45,6744000,1
"FL","Florida",46,7411000,1
"FL","Florida",47,7255000,0
"FL","Florida",48,7267000,1
"FL","Florida",49,7888000,1
"FL","Florida",50,8059000,1
"FL","Florida",51,7983000,0
"FL","Florida",52,8065000,1
"FL","Florida",53,9399000,1
"FL","Florida",54,10249000,1
"FL","Florida",55,9425000,0
"FL","Florida",56,9438000,1
"FL","Florida",57,10244000,1
"FL","Florida",58,10796000,1
"FL","Florida",59,9348000,0
"FL","Florida",60,9478000,1
"FL","Florida",61,9802000,1
"FL","Florida",62,10197000,1
"FL","Florida",63,8158000,0
"FL","Florida",64,8829000,1
"FL","Florida",65,8915000,1
"FL","Florida",66,9354000,1
"FL","Florida",67,8022000,0
"FL","Florida",68,7829000,0
"FL","Florida",69,7894000,1
"FL","Florida",70,8228000,1
"FL","Florida",71,7533000,0
"FL","Florida",72,7542000,1
"FL","Florida",73,7886000,1
"FL","Florida",74,8568000,1
"FL","Florida",75,7584000,0
"FL","Florida",76,7862000,1
"FL","Florida",77,8254000,1
"FL","Florida",78,8940000,1
"FL","Florida",79,7730000,0
"FL","Florida",80,7991000,1
"FL","Florida",81,8672000,1
"FL","Florida",82,9353000,1
"FL","Florida",83,8289000,0
"FL","Florida",84,8544000,1
"FL","Florida",85,9223000,1
"FL","Florida",86,9994000,1
"FL","Florida",87,8914000,0
"FL","Florida",88,9177000,1
"FL","Florida",89,9120000,0
"FL","Florida",90,10171000,1
"FL","Florida",91,8999000,0
"FL","Florida",92,9345000,1
"FL","Florida",93,9594000,1
"FL","Florida",94,10432000,1
"FL","Florida",95,9064000,0
"FL","Florida",96,9331000,1
"FL","Florida",97,10018000,1
"FL","Florida",98,10646000,1
"FL","Florida",99,9895000,0
"FL","Florida",100,9846000,0
"FL","Florida",101,10450000,1
"FL","Florida",102,10932000,1
"FL","Florida",103,10727000,0
"FL","Florida",104,11147000,1
"FL","Florida",105,10978000,0
"FL","Florida",106,11754000,1
"FL","Florida",107,10764000,0
"FL","Florida",108,10924000,1
"FL","Florida",109,11257000,1
"FL","Florida",110,12843000,1
"FL","Florida",111,11196000,0
"FL","Florida",112,11247000,1
"FL","Florida",113,11734000,1
"FL","Florida",114,9857000,0
"FL","Florida",115,10863000,1
"FL","Florida",116,11592000,1
"FL","Florida",117,12120000,1
"FL","Florida",118,14969000,1
"FL","Florida",119,13715000,0
"GA","Georgia",9,2289000,
"GA","Georgia",10,2304000,1
"GA","Georgia",11,2169000,0
"GA","Georgia",12,2328000,1
"GA","Georgia",13,2469000,1
"GA","Georgia",14,2511000,1
"GA","Georgia",15,2316000,0
"GA","Georgia",16,2457000,1
"GA","Georgia",17,2615000,1
"GA","Georgia",18,2817000,1
"GA","Georgia",19,2615000,0
"GA","Georgia",20,2550000,0
"GA","Georgia",21,2770000,1
"GA","Georgia",22,2940000,1
"GA","Georgia",23,2760000,0
"GA","Georgia",24,2709000,0
"GA","Georgia",25,2928000,1
"GA","Georgia",26,3184000,1
"GA","Georgia",27,3037000,0
"GA","Georgia",28,2962000,0
"GA","Georgia",29,3213000,1
"GA","Georgia",30,3250000,1
"GA","Georgia",31,3264000,1
"GA","Georgia",32,3257000,0
"GA","Georgia",33,3296000,1
"GA","Georgia",34,3670000,1
"GA","Georgia",35,3488000,0
"GA","Georgia",36,3504000,1
"GA","Georgia",37,3495000,0
"GA","Georgia",38,3882000,1
"GA","Georgia",39,3280000,0
"GA","Georgia",40,3358000,1
"GA","Georgia",41,3335000,0
"GA","Georgia",42,3801000,1
"GA","Georgia",43,3082000,0
"GA","Georgia",44,3328000,1
"GA","Georgia",45,3322000,0
"GA","Georgia",46,3678000,1
"GA","Georgia",47,3215000,0
"GA","Georgia",48,3467000,1
"GA","Georgia",49,3489000,1
"GA","Georgia",50,4167000,1
"GA","Georgia",51,3680000,0
"GA","Georgia",52,3920000,1
"GA","Georgia",53,3691000,0
"GA","Georgia",54,4471000,1
"GA","Georgia",55,3992000,0
"GA","Georgia",56,4193000,1
"GA","Georgia",57,4068000,0
"GA","Georgia",58,4815000,1
"GA","Georgia",59,4627000,0
"GA","Georgia",60,4410000,0
"GA","Georgia",61,4298000,0
"GA","Georgia",62,5358000,1
"GA","Georgia",63,4418000,0
"GA","Georgia",64,4556000,1
"GA","Georgia",65,4180000,0
"GA","Georgia",66,5041000,1
"GA","Georgia",67,4228000,0
"GA","Georgia",68,4340000,1
"GA","Georgia",69,3302000,0
"GA","Georgia",70,4148000,1
"GA","Georgia",71,3638000,0
"GA","Georgia",72,3846000,1
"GA","Georgia",73,3120000,0
"GA","Georgia",74,4062000,1
"GA","Georgia",75,3903000,0
"GA","Georgia",76,4192000,1
"GA","Georgia",77,3473000,0
"GA","Georgia",78,4156000,1
"GA","Georgia",79,4101000,0
"GA","Georgia",80,4177000,1
"GA","Georgia",81,3560000,0
"GA","Georgia",82,4313000,1
"GA","Georgia",83,4279000,0
"GA","Georgia",84,4383000,1
"GA","Georgia",85,3826000,0
"GA","Georgia",86,4763000,1
"GA","Georgia",87,4615000,0
"GA","Georgia",88,4648000,1
"GA","Georgia",89,4088000,0
"GA","Georgia",90,4916000,1
"GA","Georgia",91,4809000,0
"GA","Georgia",92,4977000,1
"GA","Georgia",93,4354000,0
"GA","Georgia",94,5284000,1
"GA","Georgia",95,5236000,0
"GA","Georgia",96,5303000,1
"GA","Georgia",97,4930000,0
"GA","Georgia",98,5595000,1
"GA","Georgia",99,5444000,0
"GA","Georgia",100,5559000,1
"GA","Georgia",101,5035000,0
"GA","Georgia",102,5838000,1
"GA","Georgia",103,5631000,0
"GA","Georgia",104,5830000,1
"GA","Georgia",105,5481000,0
"GA","Georgia",106,6016000,1
"GA","Georgia",107,5989000,0
"GA","Georgia",108,6003000,1
"GA","Georgia",109,5318000,0
"GA","Georgia",110,6735000,1
"GA","Georgia",111,5916000,0
"GA","Georgia",112,6029000,1
"GA","Georgia",113,5651000,0
"GA","Georgia",114,5351000,0
"GA","Georgia",115,7263000,1
"GA","Georgia",116,6377000,0
"GA","Georgia",117,6480000,1
"GA","Georgia",118,7907000,1
"GA","Georgia",119,7222000,0
"HI","Hawaii",9,839000,
"HI","Hawaii",10,731000,0
"HI","Hawaii",11,768000,1
"HI","Hawaii",12,693000,0
"HI","Hawaii",13,738000,1
"HI","Hawaii",14,659000,0
"HI","Hawaii",15,774000,1
"HI","Hawaii",16,748000,0
"HI","Hawaii",17,804000,1
"HI","Hawaii",18,744000,0
"HI","Hawaii",19,825000,1
"HI","Hawaii",20,731000,0
"HI","Hawaii",21,767000,1
"HI","Hawaii",22,765000,0
"HI","Hawaii",23,781000,1
"HI","Hawaii",24,779000,0
"HI","Hawaii",25,796000,1
"HI","Hawaii",26,820000,1
"HI","Hawaii",27,814000,0
"HI","Hawaii",28,760000,0
"HI","Hawaii",29,768000,1
"HI","Hawaii",30,824000,1
"HI","Hawaii",31,823000,0
"HI","Hawaii",32,761000,0
"HI","Hawaii",33,861000,1
"HI","Hawaii",34,890000,1
"HI","Hawaii",35,858000,0
"HI","Hawaii",36,821000,0
"HI","Hawaii",37,919000,1
"HI","Hawaii",38,909000,0
"HI","Hawaii",39,875000,0
"HI","Hawaii",40,817000,0
"HI","Hawaii",41,844000,1
"HI","Hawaii",42,844000,1
"HI","Hawaii",43,925000,1
"HI","Hawaii",44,862000,0
"HI","Hawaii",45,870000,1
"HI","Hawaii",46,913000,1
"HI","Hawaii",47,923000,1
"HI","Hawaii",48,892000,0
"HI","Hawaii",49,990000,1
"HI","Hawaii",50,1045000,1
"HI","Hawaii",51,1051000,1
"HI","Hawaii",52,977000,0
"HI","Hawaii",53,1166000,1
"HI","Hawaii",54,1240000,1
"HI","Hawaii",55,1221000,0
"HI","Hawaii",56,1094000,0
"HI","Hawaii",57,1236000,1
"HI","Hawaii",58,1366000,1
"HI","Hawaii",59,1196000,0
"HI","Hawaii",60,1213000,1
"HI","Hawaii",61,1256000,1
"HI","Hawaii",62,1429000,1
"HI","Hawaii",63,1256000,0
"HI","Hawaii",64,1252000,0
"HI","Hawaii",65,1272000,1
"HI","Hawaii",66,1367000,1
"HI","Hawaii",67,1289000,0
"HI","Hawaii",68,1174000,0
"HI","Hawaii",69,1104000,0
"HI","Hawaii",70,1145000,1
"HI","Hawaii",71,1159000,1
"HI","Hawaii",72,1100000,0
"HI","Hawaii",73,1340000,1
"HI","Hawaii",74,1228000,0
"HI","Hawaii",75,1021000,0
"HI","Hawaii",76,1214000,1
"HI","Hawaii",77,1204000,0
"HI","Hawaii",78,1314000,1
"HI","Hawaii",79,1288000,0
"HI","Hawaii",80,1257000,0
"HI","Hawaii",81,1343000,1
"HI","Hawaii",82,1600000,1
"HI","Hawaii",83,1443000,0
"HI","Hawaii",84,1432000,0
"HI","Hawaii",85,1471000,1
"HI","Hawaii",86,1714000,1
"HI","Hawaii",87,1452000,0
"HI","Hawaii",88,1441000,0
"HI","Hawaii",89,1465000,1
"HI","Hawaii",90,1680000,1
"HI","Hawaii",91,1511000,0
"HI","Hawaii",92,1596000,1
"HI","Hawaii",93,1641000,1
"HI","Hawaii",94,1735000,1
"HI","Hawaii",95,1739000,1
"HI","Hawaii",96,1616000,0
"HI","Hawaii",97,1707000,1
"HI","Hawaii",98,1857000,1
"HI","Hawaii",99,1708000,0
"HI","Hawaii",100,1647000,0
"HI","Hawaii",101,1783000,1
"HI","Hawaii",102,1887000,1
"HI","Hawaii",103,1860000,0
"HI","Hawaii",104,1720000,0
"HI","Hawaii",105,1995000,1
"HI","Hawaii",106,2155000,1
"HI","Hawaii",107,1960000,0
"HI","Hawaii",108,1884000,0
"HI","Hawaii",109,1978000,1
"HI","Hawaii",110,2385000,1
"HI","Hawaii",111,2111000,0
"HI","Hawaii",112,1957000,0
"HI","Hawaii",113,2067000,1
"HI","Hawaii",114,1762000,0
"HI","Hawaii",115,1412000,0
"HI","Hawaii",116,2176000,1
"HI","Hawaii",117,1830000,0
"HI","Hawaii",118,2617000,1
"HI","Hawaii",119,2412000,0
"ID","Idaho",9,428000,
"ID","Idaho",10,458000,1
"ID","Idaho",11,419000,0
"ID","Idaho",12,569000,1
"ID","Idaho",13,428000,0
"ID","Idaho",14,800000,1
"ID","Idaho",15,455000,0
"ID","Idaho",16,493000,1
"ID","Idaho",17,478000,0
"ID","Idaho",18,800000,1
"ID","Idaho",19,484000,0
"ID","Idaho",20,458000,0
"ID","Idaho",21,438000,0
"ID","Idaho",22,585000,1
"ID","Idaho",23,509000,0
"ID","Idaho",24,522000,1
"ID","Idaho",25,483000,0
"ID","Idaho",26,631000,1
"ID","Idaho",27,517000,0
"ID","Idaho",28,535000,1
"ID","Idaho",29,513000,0
"ID","Idaho",30,662000,1
"ID","Idaho",31,542000,0
"ID","Idaho",32,545000,1
"ID","Idaho",33,539000,0
"ID","Idaho",34,743000,1
"ID","Idaho",35,536000,0
"ID","Idaho",36,621000,1
"ID","Idaho",37,603000,0
"ID","Idaho",38,801000,1
"ID","Idaho",39,608000,0
"ID","Idaho",40,614000,1
"ID","Idaho",41,653000,1
"ID","Idaho",42,851000,1
"ID","Idaho",43,575000,0
"ID","Idaho",44,574000,0
"ID","Idaho",45,517000,0
"ID","Idaho",46,683000,1
"ID","Idaho",47,638000,0
"ID","Idaho",48,630000,0
"ID","Idaho",49,577000,0
"ID","Idaho",50,639000,1
"ID","Idaho",51,695000,1
"ID","Idaho",52,683000,0
"ID","Idaho",53,653000,0
"ID","Idaho",54,901000,1
"ID","Idaho",55,722000,0
"ID","Idaho",56,727000,1
"ID","Idaho",57,663000,0
"ID","Idaho",58,1031000,1
"ID","Idaho",59,776000,0
"ID","Idaho",60,797000,1
"ID","Idaho",61,782000,0
"ID","Idaho",62,1182000,1
"ID","Idaho",63,866000,0
"ID","Idaho",64,872000,1
"ID","Idaho",65,740000,0
"ID","Idaho",66,1173000,1
"ID","Idaho",67,830000,0
"ID","Idaho",68,786000,0
"ID","Idaho",69,635000,0
"ID","Idaho",70,922000,1
"ID","Idaho",71,756000,0
"ID","Idaho",72,722000,0
"ID","Idaho",73,608000,0
"ID","Idaho",74,866000,1
"ID","Idaho",75,784000,0
"ID","Idaho",76,774000,0
"ID","Idaho",77,746000,0
"ID","Idaho",78,959000,1
"ID","Idaho",79,808000,0
"ID","Idaho",80,802000,0
"ID","Idaho",81,737000,0
"ID","Idaho",82,1027000,1
"ID","Idaho",83,836000,0
"ID","Idaho",84,867000,1
"ID","Idaho",85,756000,0
"ID","Idaho",86,1120000,1
"ID","Idaho",87,887000,0
"ID","Idaho",88,893000,1
"ID","Idaho",89,763000,0
"ID","Idaho",90,1092000,1
"ID","Idaho",91,938000,0
"ID","Idaho",92,943000,1
"ID","Idaho",93,878000,0
"ID","Idaho",94,1181000,1
"ID","Idaho",95,1013000,0
"ID","Idaho",96,1002000,0
"ID","Idaho",97,901000,0
"ID","Idaho",98,1257000,1
"ID","Idaho",99,1099000,0
"ID","Idaho",100,1079000,0
"ID","Idaho",101,952000,0
"ID","Idaho",102,1332000,1
"ID","Idaho",103,1168000,0
"ID","Idaho",104,1182000,1
"ID","Idaho",105,1096000,0
"ID","Idaho",106,1397000,1
"ID","Idaho",107,1193000,0
"ID","Idaho",108,1098000,0
"ID","Idaho",109,989000,0
"ID","Idaho",110,1608000,1
"ID","Idaho",111,1240000,0
"ID","Idaho",112,1196000,0
"ID","Idaho",113,1169000,0
"ID","Idaho",114,1685000,1
"ID","Idaho",115,1451000,0
"ID","Idaho",116,1357000,0
"ID","Idaho",117,1358000,1
"ID","Idaho",118,2275000,1
"ID","Idaho",119,1627000,0
"IL","Illinois",9,3684000,
"IL","Illinois",10,4300000,1
"IL","Illinois",11,3803000,0
"IL","Illinois",12,3628000,0
"IL","Illinois",13,4028000,1
"IL","Illinois",14,4481000,1
"IL","Illinois",15,4118000,0
"IL","Illinois",16,3929000,0
"IL","Illinois",17,4367000,1
"IL","Illinois",18,4863000,1
"IL","Illinois",19,4434000,0
"IL","Illinois",20,4193000,0
"IL","Illinois",21,4681000,1
"IL","Illinois",22,5237000,1
"IL","Illinois",23,4721000,0
"IL","Illinois",24,4464000,0
"IL","Illinois",25,4999000,1
"IL","Illinois",26,5587000,1
"IL","Illinois",27,4721000,0
"IL","Illinois",28,4464000,0
"IL","Illinois",29,4999000,1
"IL","Illinois",30,5587000,1
"IL","Illinois",31,5248000,0
"IL","Illinois",32,5269000,1
"IL","Illinois",33,6142000,1
"IL","Illinois",34,7001000,1
"IL","Illinois",35,5582000,0
"IL","Illinois",36,5281000,0
"IL","Illinois",37,5648000,1
"IL","Illinois",38,6633000,1
"IL","Illinois",39,5315000,0
"IL","Illinois",40,5281000,0
"IL","Illinois",41,5670000,1
"IL","Illinois",42,6208000,1
"IL","Illinois",43,5397000,0
"IL","Illinois",44,5299000,0
"IL","Illinois",45,5393000,1
"IL","Illinois",46,6123000,1
"IL","Illinois",47,5638000,0
"IL","Illinois",48,5656000,1
"IL","Illinois",49,6047000,1
"IL","Illinois",50,6613000,1
"IL","Illinois",51,6012000,0
"IL","Illinois",52,5787000,0
"IL","Illinois",53,6989000,1
"IL","Illinois",54,7464000,1
"IL","Illinois",55,6435000,0
"IL","Illinois",56,6095000,0
"IL","Illinois",57,6764000,1
"IL","Illinois",58,8019000,1
"IL","Illinois",59,6782000,0
"IL","Illinois",60,6337000,0
"IL","Illinois",61,7132000,1
"IL","Illinois",62,8488000,1
"IL","Illinois",63,6858000,0
"IL","Illinois",64,6724000,0
"IL","Illinois",65,7547000,1
"IL","Illinois",66,8757000,1
"IL","Illinois",67,6956000,0
"IL","Illinois",68,6360000,0
"IL","Illinois",69,6728000,1
"IL","Illinois",70,8365000,1
"IL","Illinois",71,6422000,0
"IL","Illinois",72,6498000,1
"IL","Illinois",73,7092000,1
"IL","Illinois",74,7771000,1
"IL","Illinois",75,7128000,0
"IL","Illinois",76,7250000,1
"IL","Illinois",77,7625000,1
"IL","Illinois",78,9235000,1
"IL","Illinois",79,8539000,0
"IL","Illinois",80,8177000,0
"IL","Illinois",81,9083000,1
"IL","Illinois",82,10459000,1
"IL","Illinois",83,8555000,0
"IL","Illinois",84,8719000,1
"IL","Illinois",85,9833000,1
"IL","Illinois",86,11623000,1
"IL","Illinois",87,9098000,0
"IL","Illinois",88,9440000,1
"IL","Illinois",89,10046000,1
"IL","Illinois",90,11338000,1
"IL","Illinois",91,9391000,0
"IL","Illinois",92,9317000,0
"IL","Illinois",93,9622000,1
"IL","Illinois",94,11510000,1
"IL","Illinois",95,9263000,0
"IL","Illinois",96,9153000,0
"IL","Illinois",97,9871000,1
"IL","Illinois",98,10620000,1
"IL","Illinois",99,9059000,0
"IL","Illinois",100,8845000,0
"IL","Illinois",101,8968000,1
"IL","Illinois",102,9792000,1
"IL","Illinois",103,9163000,0
"IL","Illinois",104,9141000,0
"IL","Illinois",105,10184000,1
"IL","Illinois",106,11374000,1
"IL","Illinois",107,10041000,0
"IL","Illinois",108,10353000,1
"IL","Illinois",109,10850000,1
"IL","Illinois",110,13583000,1
"IL","Illinois",111,10911000,0
"IL","Illinois",112,11062000,1
"IL","Illinois",113,12150000,1
"IL","Illinois",114,11167000,0
"IL","Illinois",115,13732000,1
"IL","Illinois",116,11770000,0
"IL","Illinois",117,12856000,1
"IL","Illinois",118,16970000,1
"IL","Illinois",119,13813000,0
"IN","Indiana",9,1842000,
"IN","Indiana",10,2139000,1
"IN","Indiana",11,1824000,0
"IN","Indiana",12,1745000,0
"IN","Indiana",13,1193000,0
"IN","Indiana",14,2322000,1
"IN","Indiana",15,1961000,0
"IN","Indiana",16,1790000,0
"IN","Indiana",17,1964000,1
"IN","Indiana",18,2452000,1
"IN","Indiana",19,2092000,0
"IN","Indiana",20,1790000,0
"IN","Indiana",21,2233000,1
"IN","Indiana",22,2670000,1
"IN","Indiana",23,2300000,0
"IN","Indiana",24,2096000,0
"IN","Indiana",25,2451000,1
"IN","Indiana",26,3088000,1
"IN","Indiana",27,2300000,0
"IN","Indiana",28,2493000,1
"IN","Indiana",29,2603000,1
"IN","Indiana",30,3312000,1
"IN","Indiana",31,2527000,0
"IN","Indiana",32,2296000,0
"IN","Indiana",33,2492000,1
"IN","Indiana",34,3162000,1
"IN","Indiana",35,2510000,0
"IN","Indiana",36,2350000,0
"IN","Indiana",37,2428000,1
"IN","Indiana",38,3158000,1
"IN","Indiana",39,2551000,0
"IN","Indiana",40,2312000,0
"IN","Indiana",41,2365000,1
"IN","Indiana",42,2972000,1
"IN","Indiana",43,2644000,0
"IN","Indiana",44,2500000,0
"IN","Indiana",45,2658000,1
"IN","Indiana",46,3414000,1
"IN","Indiana",47,2845000,0
"IN","Indiana",48,2780000,0
"IN","Indiana",49,2835000,1
"IN","Indiana",50,3498000,1
"IN","Indiana",51,3054000,0
"IN","Indiana",52,3013000,0
"IN","Indiana",53,2928000,0
"IN","Indiana",54,3860000,1
"IN","Indiana",55,3192000,0
"IN","Indiana",56,3213000,1
"IN","Indiana",57,3098000,0
"IN","Indiana",58,4123000,1
"IN","Indiana",59,3302000,0
"IN","Indiana",60,3130000,0
"IN","Indiana",61,3203000,1
"IN","Indiana",62,4370000,1
"IN","Indiana",63,3555000,0
"IN","Indiana",64,3513000,0
"IN","Indiana",65,3311000,0
"IN","Indiana",66,4538000,1
"IN","Indiana",67,3878000,0
"IN","Indiana",68,3519000,0
"IN","Indiana",69,3194000,0
"IN","Indiana",70,4107000,1
"IN","Indiana",71,3239000,0
"IN","Indiana",72,3198000,0
"IN","Indiana",73,3122000,0
"IN","Indiana",74,4050000,1
"IN","Indiana",75,3429000,0
"IN","Indiana",76,3397000,0
"IN","Indiana",77,3432000,1
"IN","Indiana",78,4456000,1
"IN","Indiana",79,3702000,0
"IN","Indiana",80,3661000,0
"IN","Indiana",81,3472000,0
"IN","Indiana",82,4665000,1
"IN","Indiana",83,4261000,0
"IN","Indiana",84,3939000,0
"IN","Indiana",85,3780000,0
"IN","Indiana",86,4958000,1
"IN","Indiana",87,4110000,0
"IN","Indiana",88,3915000,0
"IN","Indiana",89,3702000,0
"IN","Indiana",90,4736000,1
"IN","Indiana",91,4181000,0
"IN","Indiana",92,4052000,0
"IN","Indiana",93,4392000,1
"IN","Indiana",94,5817000,1
